"","MonthYear","SumNonFed","NonFedLaughter","NonFedAttend","SumFedHouse","FedLaughterHouse","FedAttend","FedLetter","CPIAUCNS","PCEPI","INTDSRUSM193N","DFF","FEDFUNDS","GDPDEF","GDPC96","U6RATE","SPCS10RSA","CPIAUCNSPercent","PCEPIPercent","GDPC96Percent","CaseShillerChange","UnemploymentRateChange","NonFedLetter"
"174",2011-10-01,1,0,41,0,0,0,0,226.421,104.768,0.75,0.06,0.07,103.917,15190.255,15.9,151.64,3.40516118204583,2.5971670739157,1.65404728228722,-3.49512002110262,-4.40251572327045,0
"175",2011-11-01,0,0,0,0,0,0,0,226.23,104.904,0.75,0.08,0.08,103.917,15190.255,15.6,150.85,3.28294213853158,2.56520247083048,1.65404728228722,-3.93768644348691,-8.33333333333333,0
"176",2011-12-01,2,0,40.5,0,0,0,0,225.672,104.967,0.75,0.08,0.07,103.917,15190.255,15.2,150.22,2.87718458647949,2.39122771918794,1.65404728228722,-4.1871921182266,-9.21052631578949,0
"177",2012-01-01,0,0,0,0,0,0,0,226.665,105.219,0.75,0.04,0.08,104.461,15275.047,15.1,149.91,2.84207972117441,2.4187646717798,2.57770728954223,-4.15582682943098,-6.6225165562914,0
"178",2012-02-01,1,0,50,1,0,50,4,227.663,105.472,0.75,0.11,0.1,104.461,15275.047,15,149.87,2.7909673508651,2.38072663834951,2.57770728954223,-3.78327884166277,-6.66666666666667,NA
"179",2012-03-01,2,0.5,37,0,0,0,0,229.392,105.721,0.75,0.11,0.13,104.461,15275.047,14.5,150.46,2.58291483573969,2.23985773876525,2.57770728954223,-2.94430413398909,-9.65517241379311,0
"180",2012-04-01,0,0,0,0,0,0,0,230.085,105.729,0.75,0.09,0.14,104.942,15336.735,14.6,151.05,2.25090727339896,1.93797349828334,2.26371519101034,-2.2840119165839,-10.2739726027397,0
"181",2012-05-01,1,0,31,1,0,31,0,229.815,105.677,0.75,0.16,0.16,104.942,15336.735,14.8,152.31,1.6756956682549,1.57839454185869,2.26371519101034,-1.13584137614076,-6.75675675675676,NA
"182",2012-06-01,2,0,44.5,1,0,53,0,229.478,105.844,0.75,0.16,0.16,104.942,15336.735,14.8,153.71,1.63675820775848,1.623143494199,2.26371519101034,-0.0715633335501823,-8.78378378378379,NA
"183",2012-07-01,2,0,46,0,0,0,0,229.104,105.87,0.75,0.09,0.16,105.428,15431.335,14.9,154.16,1.3888888888889,1.47539435156324,2.65813683650831,0.441100155682412,-7.38255033557047,0
"184",2012-08-01,0,0,0,0,0,0,0,230.379,106.199,0.75,0.14,0.13,105.428,15431.335,14.7,154.87,1.66421418618885,1.55462857465701,2.65813683650831,1.18809323949119,-9.52380952380954,0
"185",2012-09-01,1,1,35,0,0,0,0,231.407,106.512,0.75,0.13,0.14,105.428,15431.335,14.7,155.65,1.95240420557719,1.67211206249062,2.65813683650831,2.05589463539995,-10.8843537414966,0
"186",2012-10-01,0,0,0,0,0,0,0,231.317,106.703,0.75,0.15,0.16,105.824,15433.702,14.4,156.74,2.11657595421003,1.81344479536658,1.57737268738246,3.2537960954447,-10.4166666666667,0
"187",2012-11-01,0,0,0,0,0,0,0,230.221,106.575,0.75,0.17,0.16,105.824,15433.702,14.4,157.81,1.73355167426082,1.56790992258973,1.57737268738246,4.41036689690134,-8.33333333333333,0
"188",2012-12-01,1,1,33,0,0,0,0,229.601,106.587,0.75,0.16,0.16,105.824,15433.702,14.4,159.45,1.71122948070784,1.51988516423204,1.57737268738246,5.78864847914706,-5.55555555555555,0
"189",2013-01-01,0,0,0,0,0,0,0,230.28,106.663,0.75,0.09,0.14,106.204,15538.441,14.4,160.83,1.56982803543513,1.35379653675595,1.69511214155912,6.78977802648761,-4.86111111111111,0
"190",2013-02-01,0,0,0,0,0,0,0,232.166,107.083,0.75,0.14,0.15,106.204,15538.441,14.3,162.76,1.93956048689299,1.50444048074858,1.69511214155912,7.91963627426885,-4.89510489510489,0
"191",2013-03-01,0,0,0,0,0,0,0,232.773,106.98,0.75,0.14,0.14,106.204,15538.441,13.8,165.58,1.45248804629403,1.17685548700692,1.69511214155912,9.13153762531707,-5.07246376811594,0
"192",2013-04-01,0,0,0,0,0,0,0,232.531,106.685,0.75,0.16,0.15,106.488,15606.591,13.9,168.17,1.05190275705175,0.896095983502838,1.72911560250409,10.1801748230957,-5.03597122302158,0
"193",2013-05-01,0,0,0,0,0,0,0,232.945,106.772,0.75,0.14,0.11,106.488,15606.591,13.8,169.97,1.3436648135826,1.02554976960252,1.72911560250409,10.3900688356769,-7.2463768115942,0
